63
0.05,264.00000006018763,309.87499999999756,0.125,5.0,100.0,2000.0,4.712390424459728,-3.215240181450671E-5
0.05,264.0000038417561,309.5000000000191,0.5,10.0,100.0,0.0,4.712412003622564,-1.2791781449158758E-4
0.05,264.0000435661046,308.87500000150385,1.125,15.0,100.0,0.0,4.712504847134971,-2.8519161446703754E-4
0.05,264.00024326601635,308.00000002650074,2.0,20.0,100.0,0.0,4.712752151254174,-5.003749496125415E-4
0.05,264.0009205993675,306.87500024281184,3.125,25.0,100.0,0.0,4.713266215884582,-7.682599720021364E-4
0.05,264.0027221713866,305.5000014714537,4.5,30.0,100.0,0.0,4.714184418756323,-0.0010819120530632246
0.05,264.0067854684836,303.87500670007194,6.125,35.0,100.0,0.0,4.715664231595454,-0.0014325888863347964
0.05,264.01491893419524,302.00002472420874,8.0,40.0,100.0,0.0,4.717877387348605,-0.0018097421523004093
0.05,264.0297903440942,299.87507762844194,10.125,45.0,100.0,0.0,4.7210032961616095,-0.0022011471538338494
0.05,264.0551124074058,297.5002143860618,12.5,50.0,100.0,0.0,4.725221781984114,-0.0025931973108101686
0.05,264.095813352605,294.87553323334316,15.125,55.00000000000001,100.00000000000014,2.8421709430404007E-12,4.730705177309987,-0.002971382298562361
0.05,264.15817905324633,292.0012154609474,18.0,60.0,99.99999999999986,-5.6843418860808015E-12,4.737609781865176,-0.003320941498925307
0.05,264.2499519749572,288.877572637579,21.125,65.0,100.0,2.8421709430404007E-12,4.746066678408011,-0.0036276515716257046
0.05,264.38037094189735,285.5051078268963,24.5,70.0,100.0,0.0,4.756171925255517,-0.003878674398449996
0.05,264.5601346803145,281.88458889779974,28.125,75.0,100.0,0.0,4.767976230873271,-0.004063367245555397
0.05,264.80127178260716,278.0171285201634,32.0,80.0,100.0,0.0,4.781474374838694,-0.004173948283988788
0.05,265.1169008670302,273.90426104181273,36.125,85.0,100.0,0.0,4.796594870446004,-0.004205922273462854
0.05,265.5208681384193,269.54800165248497,40.5,90.0,100.0,0.0,4.81319063998215,-0.004158202910145001
0.05,266.02725602192413,264.9508690067804,45.125,95.0,100.0,0.0,4.831031732863243,-0.004032914119265873
0.05,266.6497662878254,260.1158501023746,50.0,100.0,100.0,0.0,4.849801265744432,-0.0038349023002630525
0.05,267.3815136782038,255.16976008958727,55.0,100.0,0.0,-2000.0,4.868633505402055,-0.0035780253830061002
0.05,268.20448031575023,250.2380213610391,60.0,100.0,0.0,0.0,4.8866813793471255,-0.0032808500604013125
0.05,269.11371580241706,245.3214480956267,65.0,100.0,0.0,0.0,4.903620411838355,-0.0029547832029843736
0.05,270.1027969908346,240.4203038926779,70.0,100.0,0.0,0.0,4.919167516555126,-0.0026086568473847912
0.05,271.16405650161016,235.53427026308876,75.0,100.0,0.0,0.0,4.933081402018025,-0.002249108993695903
0.05,272.2888039093138,230.66244935199524,80.0,100.0,0.0,0.0,4.945161459867559,-0.00188096889751495
0.05,273.46753134518036,225.80339702191253,85.0,100.0,0.0,0.0,4.955245504983699,-0.0015076184056562053
0.05,274.6900982921001,220.95518108234052,90.0,100.0,0.0,0.0,4.963206832541132,-0.0011313159488048597
0.05,275.94589356556065,216.11545905653264,95.0,100.0,0.0,0.0,4.968951071479582,-7.534799925158133E-4
0.05,277.22397543440235,211.28157019032722,100.0,100.0,0.0,0.0,4.972413268301944,-3.7493521843556804E-4
0.05,278.51319327673997,206.45063710784586,105.0,100.0,0.0,0.0,4.97355555352245,3.871446250243477E-6
0.05,279.80229597728766,201.61967332320506,110.0,100.0,0.0,0.0,4.972365644905732,3.826757113057849E-4
